31	Snoopeh
31	Rekkles
30	FZZF/Fzzf
30	ocelote/Ocelote
30	Lustboy
30	Mata
30	Cpt Jack/CaptainJack
30	Ambition
29	Meteos
29	Saintvicious/saintvicious
29	Helios
29	Wickd
29	HotshotGG
29	ClearLove
28	CyanideFI/Cyanide
28	Misaya
27	xPeke
27	Impact/impact
27	imp
27	Weixiao/WeiXiao
27	Zz1tai/Zzitai/zz1tai
26	Chauster
26	Elementz
26	Reginald
26	Xpecial
26	Diamond_(Russian)/Diamondprox
26	dade/Dade
26	Shy
26	XiaoXiao
26	Darien
26	Jintae
26	Araneae
26	MiSTakE
26	Bigfatlp/bigfatlp
26	KaKAO
25	Alex Ich
25	Genja007/Genja
25	GoSu Pepper/Edward
25	CloudTemplar/Relax
25	PDD/Pdd
25	illuSioN
25	Bloodwater/bloodwater/BloodWater
25	sOAZ
25	Lilballz
25	Patoy
25	puszu
25	Nyph
25	Deficio
25	Sycho Sid
25	nRated
25	Xmithie
24	WildTurtle/Wild Turtle
24	NintendudeX
24	RapidStar
24	Hai L9/Hai
24	Lemonnation/LemonNation
24	Balls/balis
24	easyhoon/Easyhoon
24	FantasyStar/Reapered
24	MadLife
24	LUCKY/Lucky
24	Imaqtpie/imaqtpie
24	LY4/ly4ly4ly4
24	Lin/LoveLin
24	gogoing/Gogoing
24	Pomelo/bigpomelo/bigpalemo
24	Cain/Nurinim
24	Scarra/scarra
24	Tabzz
24	Zorozero
24	Nukeduck
24	YaNgSin/DanDy
23	Candy Panda/CandyPanda
23	Woong
23	Jing
23	Crumbzz/Crumbz/crumbzz
23	Cool
23	mandatorycloud/mancloud
23	HarLeLuYar/HaRleLuYaR
23	Fantastic Song/SSONG
23	Dyrus
23	Freeze
23	Cop
23	MaKNooN/MakNooN/MaknooN
23	Homme
23	watch/Watch
23	Troll Kim/PraY
22	LOL PRO/Creaton
22	ecco
22	YellOwStar/YellOwStaR
22	MaFa/Mafa
22	kid/Kid
22	Zero
22	Locodoco
22	Sneaky/CaStRoO/SnEaKyCaStRoO
22	Uzi
22	Bebe/bebeisadog/BeBe
22	Froggen
22	hyhy
22	Stanley
22	ZionSpartan
22	Zuna
22	Joker/Score
22	Krepo
22	TheOddOne
22	Sicca
22	NaMel/Devil_(Chinese)/NaMei/NaMeI
22	JoJo/Van
22	LightAluka/Aluka
21	Hiro
21	Lautemortis
21	Ragan
21	inSec/insec
21	Ryu
21	Chaox
21	Wh1t3zZ
21	H0R0
20	AtomicN/At0mic
20	Doublelift
20	Mokatte
20	Czaru
20	Makler
20	xHazzard
20	Bjergsen/XL Bjergsen
20	Tabe/MikakoTabe
20	yellowpete/Yellowpete
20	Nien/Nientonsoh
20	Mithy
20	LiNk
20	Piglet
20	Faker
20	bengi/Bengi
20	Jree
20	IWillDominate/I Will Dominate
20	Voyboy
20	Daydreamin
20	Umbrella/San/san
20	Heartbeat/Heartbeattt
20	MegaZero
19	ManDu/PoohManDu
19	a Lilac
19	Paragon
19	TheTess
19	Raven/UandME
19	StarLast
19	Kubon
19	CaoMei/Caomei
19	Kerp
19	L0CUST/L0cust
19	Forellenlord/ForellenLord
19	SuNo
19	extinkt
19	Nyjacky
19	Jîmß0wnz/jimbownz/Jimbownz
19	Godlike/GoDlike
19	hyrqBot/hyrqbot
18	ToFuBoi/Tofu
18	MrAlbis
18	Prydz
18	Toyz
18	Kev1n/kev1n
18	Rhux
18	LamiaZealot
18	Safety
18	EquivocaL
18	Cheonju/ChuChu
18	d4rkness
18	Daydream
18	comet
18	SBS
18	Svenskeren
18	Godbro
18	Mor/Mro
18	QTV
18	HosaN
18	Westrice
17	Vitamin
17	brunch Ü
17	TheRainMan/The Rain Man
17	GreenTea
17	Malunoo
17	ssumday/Ssumday
17	zig/Zig
17	MrParadoXical/ParadoXical
17	sxspp/HooN_(Korean)
17	Shushei
17	Lasha
17	Muvert
17	Ellie Beee/MeyeA
17	MidKing
17	NIXWATER
17	XXF/ForeverXXF
17	TheRealKiWiKiD/KiWiKiD
17	frommaplestreet/maplestreet
17	Pixel3/Pixel
17	Yazuki
16	Evaniskus
16	Nono
16	Fredy122
16	Wall
16	NoFe/NOFE
16	YoungBuck
16	Jatt
16	Shiphtur
15	SKLz
15	wewillfailer
15	Westdoor
15	Lantyr
15	Hankun/HanKun/Hermes
15	Angush
15	May
15	Libik
15	PR0LLY
15	Brokenshard
15	ManyReason
15	Morden
15	Samux
15	Cris
15	YJTM
15	Save/Yelloout
15	Nubbypoohbear/nubypoohbear/nubbypoohbear
15	Roron
15	ViRtU4l
15	Kikis
15	if
15	ImSoFresh
15	MOKUZA
15	YMS
15	Ring Troll
15	LongPanda
15	Kkinsh/kkinsh
15	Aphromoo
15	Nickwu
15	Badagaje/Space
14	Warm
14	Flame
14	Kujaa/kujaa
14	Salce
14	GoldeN/GoldeNz
14	ArQuel
14	Vileroze
14	Troll
14	Demunlul
14	Karalius
14	Grom
14	Muffinqt
14	Linak
14	Wingsofdeathx/wingsofdeathx
14	Voidle
13	Spontexx
13	GarnetDevil
13	Dexter/dexter1
13	iNoobish
13	Exter/Exterminare
13	Babeta
13	Cinku/cinkowski
13	Xaxus
13	Overpow
13	Cruzerthebruzer
13	Ziv
13	Solo_(Korean)/ChuNyang/SoLo/Nyang
13	Mellisan
13	MoMa
13	MulrOc/ReSEt
12	Kailing
12	enVision
12	LoCicero
12	DontMashMe
12	Aci/Violet
12	Junie
12	youmeng
12	Mortred
12	HaoKai
12	ArTie
12	I am Anjo
12	MAX
12	ChouD1
12	Pgggggg
12	NeXAbc/Abc
12	Dedrayon
12	Chawy
12	Expession/ExpesSion
12	Celaver
12	Dan Dinh
12	ming9/ming9 2
12	MIma/Mima
12	Dioud
12	MoNk3yz
12	Dull/Jun
12	donmuri
11	Pyl
11	Unstoppable
11	DinTer
11	Chirs/Chrls
11	Cornsalad
11	D4rker
11	Chuuper
11	VeryBerry/Me5
11	Hao
11	Hagane
11	Mylon
11	Rafes
11	PureGoldenBoy/PGoldenBoy/puregoldenboy
11	H4T3
11	PF
11	TaintedOnes
11	RedSuNz/RedHotRayz
11	Nk Inc
11	Wayoff
11	Snowy
11	F1sh
11	Dreams_(Chinese)
11	Dragon_(Chinese)
11	Santa
11	Pheilox
10	XiaoWeiXiao
10	Zonda
10	Rui
10	Warhunter
10	TieuQuy
10	wAhzLeNs/WahzleNs
10	Pobelter
10	Egg
10	viNylCat
10	Shlaya/ShLaYa
10	cowTard
10	xinec
10	GODJJ/GoDJJ
10	OhReaL
10	TrAce
10	Loray
10	Promise
10	MighTiLy
10	Leon_(Chinese)
10	JaeYoong
10	Nhat Nguyen
10	Shacker
10	TXBB
9	FatMamma
9	NoOnia/Noonia
9	Archie_(Vietnamese)
9	Kaigu
9	BSYY/Whitecrescent
9	Cocoa/dd
9	Sleper
9	ILY
9	CR
9	Kobe24
9	Navy
9	a Wolf
9	Altec/AltecX
9	Mimer
9	manajj
9	Alocs
9	Victor
9	Bug/BUG
9	brTT
9	SirT
9	Kami
9	Tittu
9	ashart
9	ScubaChris
9	Senou
9	Grim Samurai
9	CitizenWayne
8	Schabs
8	Unlimited
8	Kottenx/KottenX
8	Nolja
8	Leaf
8	Tyrant
8	jdwu
8	ecko
8	Reduron
8	Lilkvn/lilkvn
8	Misery
8	Bang
8	LemonGoD/Lemongod
8	Smeb
8	Snoy
8	Chock
8	CoCo
7	Rush
7	Easy
7	울지마
7	dx30
7	ClakeyD
7	eRot1c
7	Spellsy
7	Slooshi
7	ROBERTxLEE
7	iddo/Solyndra/Astarte
7	VYY/vy
7	otter
7	Prophet
7	Onionbagel
7	Kenikth
7	Halfers
7	Lounet
7	Lyumi
7	Sek/Witch
7	LightSludge
7	Rebengga
7	ExeSolc
7	DannyQQ
7	JothY
7	KangQui/Duelist
7	cat8
7	Thien Chau
7	Nerzhu1
7	Genre
7	ActScene/Acttosin
7	Melody
6	HiGo龙神絕
6	HiGo05
6	HiGo04
6	HiGo03
6	HiGo02
6	Skyyart
6	Hoodstomp
6	Sickoscott
6	ALth0r
6	Atu
6	Beelzehan
6	MiT
6	nothinghere
6	Shaosters
6	Leko
6	Flahm/FLahm
6	Deft
6	IMYMEMINE
6	Amazing_(German)
6	Sun Chip/SunJa/SunChip
6	iMba
6	Ismaro
6	Alvado
6	TS
6	Prothana
6	Pachols
6	Artinho
6	Superman/Zsf/superman
6	Metalx
6	Toko
5	Faamy
5	unso
5	Wollelol
5	Narkuss
5	BlackWeapon/BWp
5	Clear
5	5cean
5	Malicious/IFTP
5	MM
5	Epyonz
5	Pyri
5	SleazyWeazy
5	SiLva
5	MiHee
5	Captain Korea
5	Loop
5	Volcan
5	YoDa
5	Yetz
5	Gutso
5	cliff
5	NVM
5	007x
5	YamatoCannon
5	chaseonfireeeee/chaseonfire
5	Niero
5	Raiynz
5	Cheezycookie
5	fisch/Fisch
5	zxkeisukexz
5	Xzevz
5	cybolic
5	cosommak
5	Urek Mazin0
5	Severus
5	YangSieu
5	Nanouk/Nan0uk
5	Geo/Geö/Geogeo
5	Zoller
5	Migxa
5	RagingKenny
5	PawnGypsy
5	Zerg
4	Tsibastian
4	Zyzz/Haydal
4	Fan
4	Sarsky
4	Osaft22
4	Tidus
4	NdD
4	AoD
4	Foo Sharp
4	Zylor
4	Reyk
4	Nicker
4	gstv1
4	Piru
4	Noelly
4	Livy
4	WhiteKnight108
4	h4ckerv2/Seeiya
4	Zw/zw
4	Zekent
4	SuperAZE
4	WAPPA CHANG
4	Karnesh
4	z3rg3m3n
3	irean
3	DJ LAMBO
3	LiQuiD112
3	Nydushermain/NydusHerMain
3	Hirishin
3	Ghoztzero
3	EHomda/Ehomda
3	Veggie
3	Kim
3	diqozoY
3	IvozakiBOY
3	napraen
3	digggi
3	Alvik
3	zee Fruit
3	Szychu
3	Krykiecik
3	Baczekk
3	Mataha
3	Moopz
3	NinjaSalad
3	Impactful
3	Ares_(Chinese)
3	Loki
3	leofromkorea/LeoFKorea
3	Arthelon
2	losys
2	junegi
2	TowerFury
2	SunRiver
2	Obituarist
2	Lapaka
2	霍森布鲁斯大爷
2	得罪了
2	大山
2	呗呗熊
2	大楠叔叔说
2	Thanix
2	NastyWood
2	Hiryuu
2	Bredddder
2	A8000
2	Fat
2	Ayaya
2	Espeon
2	Yi
2	Hensen
2	RedFlubber
2	Arcknight14
2	Agronar
2	Sneaky_(Dutch)
2	CozQ
2	Beer Baloe
2	TakashiX
2	Shipa
2	Gliukoze
2	takeshi/Takeshi
2	Irelia_(Player)
2	Danagorn
2	MED
2	牛奶君
2	kestrel/Kestrel
2	bannybear
2	SCONOSCIUTO4
2	SCONOSCIUTO2
2	SCONOSCIUTO1
2	SCONOSCIUTO5
2	SCONOSCIUTO3
2	IMBA
2	Air
2	Flappy Bearfish
2	Cambrice
2	Prototype19
2	Bodydrop
2	Astronaut
2	Kanka
2	OnlyJaximus
2	Flashy
2	760
2	iceiceice
2	amnesia
2	Opio
2	TheMountain
2	Spaulding
2	Lazy
2	Dev
2	Bimbo8
1	Elendix
1	Woolite
1	Xeres
1	yellowpaul
1	sSatanClaus
1	Wyxi
1	Taichou Marcii
1	Skumbag Cat
1	Sound
1	Senryaku
1	Elf
1	Puki style
1	SYDTKO
1	麦子尖wD
1	莉娜因巴斯酱
1	凌波微步x
1	你说回不去了
1	Gin
1	Estonian
1	Dale
1	Rusty
1	Denian
1	Strategas
1	Tiridus
1	Phyrano
1	Niko3333
1	Mowarth
1	Shepherd
1	PETUDY
1	Bearr
1	leah/leahslipper
1	Marn
1	TooPro
1	me emo
1	Motroco
1	Drag0n
1	Carbono
1	TessLaa
1	azynpride
1	TrueID
1	Glory Fades
1	DforDECA
1	Luffy_(Chinese)/LuFFY
1	sZ
1	Soulsilver
1	Revolta
1	DASLAYER
1	Timson
1	Lycades
1	CedeoCedeo
1	RoyHun
1	RoshanNOW
1	iDream
1	SKiLLY
1	The Other
1	Rounders
1	Kady
1	GodFather
1	Garnet
1	r0yalbeast
1	dadaz
1	cmagicK
1	Elisha
1	Calbo
1	xDragunerX
1	nesrilaS
1	Antogyn
1	Venus_(Chinese)
1	Saturn
1	Pluto_(Chinese)
1	Neptune
1	Earth
1	Ghost_(Filipino)
1	ShineWalker
1	Newbert
1	NanguaJ
1	Tiany
1	Nocturne_(Player)
1	kkOma
1	蚊爷
1	牛奶
1	大叔
1	Spiritmoon
1	韶华
1	DkBnet
1	ArcZSlash
1	Estike
1	DianDian
1	YanSir
1	Shark
1	SaBeRs
1	Van Der Fckk/VandeR/VandeRnoob
1	babyeator
1	RF legendary
1	Pheer Me
1	Nerf Hurter
1	6IIII9
0	Valkrin
0	Ozadin
0	MrWish
0	DrTrevor
0	Azingy
0	heresy
0	Fxz
0	Slackoh
0	Flaresz
0	XL Winner
0	勤劳勇敢的书记
0	他的何B仔
0	读书仔有大智慧
0	king命
0	TreeEskimo
0	NLgnz
0	Xllyra
0	wolfz
0	shacol0l
0	YerrowStarr
0	Wuuh
0	MenQ
0	Jankos
0	Dphat
0	Dojeezy
0	Dekar173
0	DROP DA B4SS 4M
0	Chazms
0	Caglaro
0	Blackgatez
0	5w33t t00th
0	Skullomania
0	Jwaow/jwaow
0	SiuKiu
0	KinGbB
0	DomhoX
0	Ana2k
0	Colalin
0	Sinister
0	Keun
0	Pinkuu
0	Liquidity
0	Koala
0	Snowlz
0	gDeveloper
0	NK Adonis
0	Devil_(Korean)
0	heiN
0	Moojuic3
0	InnoX/Innox
0	Sommie
0	Rashaasii
0	Maka
0	Farfain
0	SCONOSCIUTO19
0	SCONOSCIUTO18
0	SCONOSCIUTO17
0	SCONOSCIUTO16
0	iNtrigueD
0	Radeon6870
0	Axion
0	Vech
0	sokok
0	Herdyn
0	Focused00
0	Aze9
0	Adamoss
0	Tsunamiie
0	ggoni
0	TcAL
0	Leon_(Korean)
0	Kevin
0	5gamdo
0	Innovation
0	SCONOSCIUTO20
0	Ronaldo
0	JTS
0	Dgc
0	Woyue
0	Heroic
0	Arcagød/Arcagod
0	Rainy
0	Noaphiel
0	Sai/SAI
0	Remstars
0	Bobbyhankhill
0	Anxietylol
0	suuuuu
0	Rotee
0	SAND
0	paroL
0	Brandy
0	ATD
0	wallstop
0	calimist
0	WetDreaM
0	mrunhappy
0	Tempestra
0	Terroronyou
0	Kaution
0	ricepanda
0	Yuhn
0	Shales
0	Porschku
0	Insta
0	Eliade
0	Zarmony
0	Admiration
0	Navitar
0	Entus
0	408
0	Izumin
0	Atlanta
0	Ðãnny
0	yoshi
0	LongDary
0	Warpath
0	Senaim
0	ElecTrouble
0	Lusc
0	逆天昊凯
0	和歌忘忧
0	月影剑神
0	希尔
0	夜蝴蝶
0	BLITX
0	KRYONICS
0	ValkyriaN
0	Maxodos
0	DDan
0	Niko44
0	SRB MaRe93
0	MarazY
0	CaoJaSamJebac
0	Sinlessz
0	Neawin
0	SCONOSCIUTO30
0	SCONOSCIUTO29
0	SCONOSCIUTO28
0	SCONOSCIUTO27
0	SCONOSCIUTO26
0	阿倪蛋糕店
0	暴躁嘟嘟
0	佛GG
0	一群野怪
0	Sun.CK
0	webtoon
0	SmallBrain
0	Mad
0	Chicken
0	Cannot
0	Baronpanda
0	hUezOrd
0	domY
0	giokarah
0	Calyel
0	Swain Gretzky
0	Calitoxic
0	Fragnat1c
0	Burning
0	Deathmonger
0	s01dier
0	Loopyness
0	Hulberto
0	Dimonko
0	D3athKn1ghtzp
0	BlorNy
0	BHe3aIIHbIú
0	hanguang85
0	Amenosa
0	xiaoyanzi
0	aahai007
0	KnobHK
0	Itachi
0	Et
0	spawn33
0	qHzFRC
0	Dumecha
0	licken
0	ToMmy228
0	SuperCat
0	ReD
0	TkSing
0	odstranovac
0	Potmehood
0	LouGi
0	Hlizak
0	DemonSpiritCZE
0	Reager
0	Kelo
0	Caneda
0	Barracoon
0	Asklar
0	xEnstall
0	thanos6969
0	rhyuga
0	frosty
0	element
0	dYe44
0	Ziriguidun
0	Verfix
0	Venom
0	UTDZac
0	TonyWin
0	TheXButton
0	TRUE
0	Swiffer
0	StrategicPlan
0	Sp0okz
0	ShadowQQ
0	RawMonk
0	R3NEGADE JR3
0	Pekingese1
0	Nofgob
0	Next
0	Nbs
0	Mütë
0	Morent
0	McIntyre
0	Mazzerin
0	Maou
0	Kraugy
0	Korvac
0	Kallen
0	Kalec
0	Ishu55
0	Intrepid
0	Inspirro
0	Honu
0	Gredrix
0	Glorifyd
0	GeekGoneMAD
0	Fox
0	Fas Scriptor
0	Faildo
0	Fafnyr
0	Evil Qlown
0	DeadlyBrother
0	DRAEK
0	Chillss
0	Card
0	C0llide
0	Bia Stun
0	Belith
0	Bechade
0	Bahroo
0	Ashes
0	Artonious
0	Apple_(United States)
0	Alunir
0	AbstractCool
0	Abbr
0	阿蠢是小西
0	永恆的E
0	墨魚
0	mofan1
0	Magic饕餮
0	YellowFlash
0	Warrior Lady
0	Skoto
0	CCP Voljin
0	Artist
0	SCONOSCIUTO15
0	SCONOSCIUTO14
0	SCONOSCIUTO13
0	SCONOSCIUTO12
0	SCONOSCIUTO11
0	emboob
0	Pecko
0	Eryuk
0	Naruterador
0	Nysyli
0	grk prd tralalaa
0	Sâyn
0	Miahqtehteh
0	Lapiduch
0	Henikth
0	GaLaTaS
0	MasterMinD
0	Gaara
0	FORG1VEN
0	AnAnAs
0	Rewrite
0	Nymp
0	FDT
0	Zane
0	Ylaya
0	FlashRider
0	Eveyor
0	Don Rg
0	坂田银时
0	ning
0	braveheart
0	Vertinal
0	LaajtowY
0	Gizys
0	Wuroth
0	Skajt
0	Hmmer
0	HawkDon RV
0	LittlePanda
0	ŁØAÐ
0	Yaong
0	Fascinate
0	trausi/Trausi
0	h0rse
0	Tymek
0	HitooN
0	Mozilla
0	LeDuck
0	Steinstirbt
0	N0000mis
0	Grevebacon
0	DoomLord
0	BloodyRose
0	coffee
0	TopKing
0	Foxiu
0	Emperor
0	Eleven
0	Silphire
0	OmgScottxD
0	MrChunkz
0	DJ Chrispy
0	Blagon
0	biggy
0	Syex
0	Brainquiche
0	MeRusMePro
0	Cerberus
0	Suz
0	Es
0	Emeng
0	Duck
0	AhrI
0	Naijik
0	Entenzwerg
0	pHeoz
0	Dax
0	wormy
0	gibo
0	dabe
0	mexi
0	Cwcwcw
0	BBTY
0	ReS
0	Apet
0	SCONOSCIUTO9
0	SCONOSCIUTO8
0	SCONOSCIUTO7
0	SCONOSCIUTO6
0	SCONOSCIUTO10
0	zzamTiger
0	dong
0	UlmangE
0	Hwatoo
0	Chilly moon
0	insidious
0	Tyche
0	P
0	Kitty
0	Aretyl
0	vaLiant
0	REDEYES
0	Mohrisbetter
0	DreamyAnt
0	OneBadBrad
0	Vibes
0	Movement
0	Hawk
0	Bischu
0	skiipmasterflash
0	shreaderman
0	manonsaturn1
0	jgsleeper
0	Borrum
0	SCONOSCIUTO25
0	SCONOSCIUTO24
0	SCONOSCIUTO23
0	SCONOSCIUTO22
0	SCONOSCIUTO21
0	Xarr
0	Ron
0	Kappuchu
0	Apathy
0	轩舞旋月刃
0	杀你算什么
0	弑神冷燕
0	大又鸟又鸟
0	Diego
0	fomko/Fomko
0	erwinbooze
0	PhantomL0rd/Phantoml0rd
0	Lexvink
0	TrickZ
0	jeno
0	Reydes
0	Rello
0	Quickdany
0	MaGiXtEr
0	Finalyoko
0	DURRHURRDERP
0	Hazed
0	IzE
0	JRTSeven/JRT
0	PORSCH
0	AAey
0	Virus
0	SS
